Año,Mes,Mes_num,Accion,Tipo,Hora,Cantidad
2022,Diciembre,12,Intervenciones,Abuso sexual,0,0
2022,Julio,7,Intervenciones,Abuso sexual,1,0
2022,Agosto,8,Intervenciones,Abuso sexual,1,0
2022,Septiembre,9,Intervenciones,Abuso sexual,1,0
2022,Octubre,10,Intervenciones,Abuso sexual,1,0
2022,Noviembre,11,Intervenciones,Abuso sexual,1,0
2022,Diciembre,12,Intervenciones,Abuso sexual,1,0
2022,Julio,7,Intervenciones,Abuso sexual,2,0
2022,Agosto,8,Intervenciones,Abuso sexual,2,0
2022,Septiembre,9,Intervenciones,Abuso sexual,2,0
2022,Octubre,10,Intervenciones,Abuso sexual,2,0
2022,Noviembre,11,Intervenciones,Abuso sexual,2,0
2022,Diciembre,12,Intervenciones,Abuso sexual,2,0
2022,Julio,7,Intervenciones,Abuso sexual,3,0
2022,Agosto,8,Intervenciones,Abuso sexual,3,0
2022,Septiembre,9,Intervenciones,Abuso sexual,3,0
2022,Octubre,10,Intervenciones,Abuso sexual,3,0
2022,Noviembre,11,Intervenciones,Abuso sexual,3,0
2022,Diciembre,12,Intervenciones,Abuso sexual,3,0
2022,Julio,7,Intervenciones,Abuso sexual,4,0
2022,Agosto,8,Intervenciones,Abuso sexual,4,0
2022,Septiembre,9,Intervenciones,Abuso sexual,4,0
2022,Octubre,10,Intervenciones,Abuso sexual,4,0
2022,Noviembre,11,Intervenciones,Abuso sexual,4,0
2022,Diciembre,12,Intervenciones,Abuso sexual,4,0
2022,Julio,7,Intervenciones,Abuso sexual,5,0
2022,Agosto,8,Intervenciones,Abuso sexual,5,0
2022,Septiembre,9,Intervenciones,Abuso sexual,5,0
2022,Octubre,10,Intervenciones,Abuso sexual,5,0
2022,Noviembre,11,Intervenciones,Abuso sexual,5,0
2022,Diciembre,12,Intervenciones,Abuso sexual,5,0
2022,Julio,7,Intervenciones,Abuso sexual,6,0
2022,Agosto,8,Intervenciones,Abuso sexual,6,0
2022,Septiembre,9,Intervenciones,Abuso sexual,6,0
2022,Octubre,10,Intervenciones,Abuso sexual,6,0
2022,Noviembre,11,Intervenciones,Abuso sexual,6,0
2022,Diciembre,12,Intervenciones,Abuso sexual,6,0
2022,Julio,7,Intervenciones,Abuso sexual,7,0
2022,Agosto,8,Intervenciones,Abuso sexual,7,0
2022,Septiembre,9,Intervenciones,Abuso sexual,7,0
2022,Octubre,10,Intervenciones,Abuso sexual,7,0
2022,Noviembre,11,Intervenciones,Abuso sexual,7,0
2022,Diciembre,12,Intervenciones,Abuso sexual,7,0
2022,Julio,7,Intervenciones,Abuso sexual,8,0
2022,Agosto,8,Intervenciones,Abuso sexual,8,0
2022,Septiembre,9,Intervenciones,Abuso sexual,8,0
2022,Octubre,10,Intervenciones,Abuso sexual,8,0
2022,Noviembre,11,Intervenciones,Abuso sexual,8,0
2022,Diciembre,12,Intervenciones,Abuso sexual,8,0
2022,Julio,7,Intervenciones,Abuso sexual,9,0
2022,Agosto,8,Intervenciones,Abuso sexual,9,0
2022,Septiembre,9,Intervenciones,Abuso sexual,9,0
2022,Octubre,10,Intervenciones,Abuso sexual,9,0
2022,Noviembre,11,Intervenciones,Abuso sexual,9,0
2022,Diciembre,12,Intervenciones,Abuso sexual,9,0
2022,Julio,7,Intervenciones,Abuso sexual,10,0
2022,Agosto,8,Intervenciones,Abuso sexual,10,0
2022,Septiembre,9,Intervenciones,Abuso sexual,10,0
2022,Octubre,10,Intervenciones,Abuso sexual,10,0
2022,Noviembre,11,Intervenciones,Abuso sexual,10,0
2022,Diciembre,12,Intervenciones,Abuso sexual,10,0
2022,Julio,7,Intervenciones,Abuso sexual,11,0
2022,Agosto,8,Intervenciones,Abuso sexual,11,0
2022,Septiembre,9,Intervenciones,Abuso sexual,11,0
2022,Octubre,10,Intervenciones,Abuso sexual,11,0
2022,Noviembre,11,Intervenciones,Abuso sexual,11,0
2022,Diciembre,12,Intervenciones,Abuso sexual,11,0
2022,Julio,7,Intervenciones,Abuso sexual,12,0
2022,Agosto,8,Intervenciones,Abuso sexual,12,0
2022,Septiembre,9,Intervenciones,Abuso sexual,12,0
2022,Octubre,10,Intervenciones,Abuso sexual,12,0
2022,Noviembre,11,Intervenciones,Abuso sexual,12,0
2022,Diciembre,12,Intervenciones,Abuso sexual,12,0
2022,Julio,7,Intervenciones,Abuso sexual,13,0
2022,Agosto,8,Intervenciones,Abuso sexual,13,0
2022,Septiembre,9,Intervenciones,Abuso sexual,13,0
2022,Octubre,10,Intervenciones,Abuso sexual,13,0
2022,Noviembre,11,Intervenciones,Abuso sexual,13,0
2022,Diciembre,12,Intervenciones,Abuso sexual,13,0
2022,Julio,7,Intervenciones,Abuso sexual,14,0
2022,Agosto,8,Intervenciones,Abuso sexual,14,0
2022,Septiembre,9,Intervenciones,Abuso sexual,14,0
2022,Octubre,10,Intervenciones,Abuso sexual,14,0
2022,Noviembre,11,Intervenciones,Abuso sexual,14,0
2022,Diciembre,12,Intervenciones,Abuso sexual,14,0
2022,Julio,7,Intervenciones,Abuso sexual,15,0
2022,Agosto,8,Intervenciones,Abuso sexual,15,0
2022,Septiembre,9,Intervenciones,Abuso sexual,15,0
2022,Octubre,10,Intervenciones,Abuso sexual,15,0
2022,Noviembre,11,Intervenciones,Abuso sexual,15,0
2022,Diciembre,12,Intervenciones,Abuso sexual,15,0
2022,Julio,7,Intervenciones,Abuso sexual,16,1
2022,Agosto,8,Intervenciones,Abuso sexual,16,0
2022,Septiembre,9,Intervenciones,Abuso sexual,16,0
2022,Octubre,10,Intervenciones,Abuso sexual,16,0
2022,Noviembre,11,Intervenciones,Abuso sexual,16,0
2022,Diciembre,12,Intervenciones,Abuso sexual,16,0
2022,Julio,7,Intervenciones,Abuso sexual,17,0
2022,Agosto,8,Intervenciones,Abuso sexual,17,0
2022,Septiembre,9,Intervenciones,Abuso sexual,17,0
2022,Octubre,10,Intervenciones,Abuso sexual,17,0
2022,Noviembre,11,Intervenciones,Abuso sexual,17,0
2022,Diciembre,12,Intervenciones,Abuso sexual,17,0
2022,Julio,7,Intervenciones,Abuso sexual,18,0
2022,Agosto,8,Intervenciones,Abuso sexual,18,0
2022,Septiembre,9,Intervenciones,Abuso sexual,18,0
2022,Octubre,10,Intervenciones,Abuso sexual,18,0
2022,Noviembre,11,Intervenciones,Abuso sexual,18,0
2022,Diciembre,12,Intervenciones,Abuso sexual,18,0
2022,Julio,7,Intervenciones,Abuso sexual,19,0
2022,Agosto,8,Intervenciones,Abuso sexual,19,0
2022,Septiembre,9,Intervenciones,Abuso sexual,19,0
2022,Octubre,10,Intervenciones,Abuso sexual,19,0
2022,Noviembre,11,Intervenciones,Abuso sexual,19,0
2022,Diciembre,12,Intervenciones,Abuso sexual,19,0
2022,Julio,7,Intervenciones,Abuso sexual,20,0
2022,Agosto,8,Intervenciones,Abuso sexual,20,0
2022,Septiembre,9,Intervenciones,Abuso sexual,20,0
2022,Octubre,10,Intervenciones,Abuso sexual,20,0
2022,Noviembre,11,Intervenciones,Abuso sexual,20,0
2022,Diciembre,12,Intervenciones,Abuso sexual,20,0
2022,Julio,7,Intervenciones,Abuso sexual,21,0
2022,Agosto,8,Intervenciones,Abuso sexual,21,0
2022,Septiembre,9,Intervenciones,Abuso sexual,21,0
2022,Octubre,10,Intervenciones,Abuso sexual,21,1
2022,Noviembre,11,Intervenciones,Abuso sexual,21,0
2022,Diciembre,12,Intervenciones,Abuso sexual,21,0
2022,Julio,7,Intervenciones,Abuso sexual,22,0
2022,Agosto,8,Intervenciones,Abuso sexual,22,1
2022,Septiembre,9,Intervenciones,Abuso sexual,22,0
2022,Octubre,10,Intervenciones,Abuso sexual,22,0
2022,Noviembre,11,Intervenciones,Abuso sexual,22,0
2022,Diciembre,12,Intervenciones,Abuso sexual,22,0
2022,Julio,7,Intervenciones,Abuso sexual,23,0
2022,Agosto,8,Intervenciones,Abuso sexual,23,0
2022,Septiembre,9,Intervenciones,Abuso sexual,23,0
2022,Octubre,10,Intervenciones,Abuso sexual,23,0
2022,Noviembre,11,Intervenciones,Abuso sexual,23,0
2022,Diciembre,12,Intervenciones,Abuso sexual,23,0
2022,Julio,7,Intervenciones,Violencia de género,0,186
2022,Agosto,8,Intervenciones,Violencia de género,0,208
2022,Septiembre,9,Intervenciones,Violencia de género,0,208
2022,Octubre,10,Intervenciones,Violencia de género,0,262
2022,Noviembre,11,Intervenciones,Violencia de género,0,216
2022,Diciembre,12,Intervenciones,Violencia de género,0,238
2022,Julio,7,Intervenciones,Violencia de género,1,159
2022,Agosto,8,Intervenciones,Violencia de género,1,162
2022,Septiembre,9,Intervenciones,Violencia de género,1,143
2022,Octubre,10,Intervenciones,Violencia de género,1,222
2022,Noviembre,11,Intervenciones,Violencia de género,1,174
2022,Diciembre,12,Intervenciones,Violencia de género,1,187
2022,Julio,7,Intervenciones,Violencia de género,2,135
2022,Agosto,8,Intervenciones,Violencia de género,2,124
2022,Septiembre,9,Intervenciones,Violencia de género,2,136
2022,Octubre,10,Intervenciones,Violencia de género,2,191
2022,Noviembre,11,Intervenciones,Violencia de género,2,120
2022,Diciembre,12,Intervenciones,Violencia de género,2,148
2022,Julio,7,Intervenciones,Violencia de género,3,85
2022,Agosto,8,Intervenciones,Violencia de género,3,114
2022,Septiembre,9,Intervenciones,Violencia de género,3,101
2022,Octubre,10,Intervenciones,Violencia de género,3,139
2022,Noviembre,11,Intervenciones,Violencia de género,3,96
2022,Diciembre,12,Intervenciones,Violencia de género,3,96
2022,Julio,7,Intervenciones,Violencia de género,4,95
2022,Agosto,8,Intervenciones,Violencia de género,4,91
2022,Septiembre,9,Intervenciones,Violencia de género,4,103
2022,Octubre,10,Intervenciones,Violencia de género,4,120
2022,Noviembre,11,Intervenciones,Violencia de género,4,80
2022,Diciembre,12,Intervenciones,Violencia de género,4,99
2022,Julio,7,Intervenciones,Violencia de género,5,152
2022,Agosto,8,Intervenciones,Violencia de género,5,95
2022,Septiembre,9,Intervenciones,Violencia de género,5,110
2022,Octubre,10,Intervenciones,Violencia de género,5,159
2022,Noviembre,11,Intervenciones,Violencia de género,5,89
2022,Diciembre,12,Intervenciones,Violencia de género,5,106
2022,Julio,7,Intervenciones,Violencia de género,6,110
2022,Agosto,8,Intervenciones,Violencia de género,6,113
2022,Septiembre,9,Intervenciones,Violencia de género,6,102
2022,Octubre,10,Intervenciones,Violencia de género,6,131
2022,Noviembre,11,Intervenciones,Violencia de género,6,89
2022,Diciembre,12,Intervenciones,Violencia de género,6,77
2022,Julio,7,Intervenciones,Violencia de género,7,95
2022,Agosto,8,Intervenciones,Violencia de género,7,76
2022,Septiembre,9,Intervenciones,Violencia de género,7,80
2022,Octubre,10,Intervenciones,Violencia de género,7,103
2022,Noviembre,11,Intervenciones,Violencia de género,7,82
2022,Diciembre,12,Intervenciones,Violencia de género,7,68
2022,Julio,7,Intervenciones,Violencia de género,8,73
2022,Agosto,8,Intervenciones,Violencia de género,8,98
2022,Septiembre,9,Intervenciones,Violencia de género,8,83
2022,Octubre,10,Intervenciones,Violencia de género,8,102
2022,Noviembre,11,Intervenciones,Violencia de género,8,70
2022,Diciembre,12,Intervenciones,Violencia de género,8,70
2022,Julio,7,Intervenciones,Violencia de género,9,86
2022,Agosto,8,Intervenciones,Violencia de género,9,75
2022,Septiembre,9,Intervenciones,Violencia de género,9,76
2022,Octubre,10,Intervenciones,Violencia de género,9,99
2022,Noviembre,11,Intervenciones,Violencia de género,9,86
2022,Diciembre,12,Intervenciones,Violencia de género,9,80
2022,Julio,7,Intervenciones,Violencia de género,10,117
2022,Agosto,8,Intervenciones,Violencia de género,10,108
2022,Septiembre,9,Intervenciones,Violencia de género,10,97
2022,Octubre,10,Intervenciones,Violencia de género,10,132
2022,Noviembre,11,Intervenciones,Violencia de género,10,96
2022,Diciembre,12,Intervenciones,Violencia de género,10,111
2022,Julio,7,Intervenciones,Violencia de género,11,114
2022,Agosto,8,Intervenciones,Violencia de género,11,103
2022,Septiembre,9,Intervenciones,Violencia de género,11,104
2022,Octubre,10,Intervenciones,Violencia de género,11,128
2022,Noviembre,11,Intervenciones,Violencia de género,11,95
2022,Diciembre,12,Intervenciones,Violencia de género,11,106
2022,Julio,7,Intervenciones,Violencia de género,12,113
2022,Agosto,8,Intervenciones,Violencia de género,12,107
2022,Septiembre,9,Intervenciones,Violencia de género,12,119
2022,Octubre,10,Intervenciones,Violencia de género,12,152
2022,Noviembre,11,Intervenciones,Violencia de género,12,94
2022,Diciembre,12,Intervenciones,Violencia de género,12,129
2022,Julio,7,Intervenciones,Violencia de género,13,119
2022,Agosto,8,Intervenciones,Violencia de género,13,123
2022,Septiembre,9,Intervenciones,Violencia de género,13,91
2022,Octubre,10,Intervenciones,Violencia de género,13,139
2022,Noviembre,11,Intervenciones,Violencia de género,13,117
2022,Diciembre,12,Intervenciones,Violencia de género,13,117
2022,Julio,7,Intervenciones,Violencia de género,14,136
2022,Agosto,8,Intervenciones,Violencia de género,14,122
2022,Septiembre,9,Intervenciones,Violencia de género,14,110
2022,Octubre,10,Intervenciones,Violencia de género,14,151
2022,Noviembre,11,Intervenciones,Violencia de género,14,99
2022,Diciembre,12,Intervenciones,Violencia de género,14,102
2022,Julio,7,Intervenciones,Violencia de género,15,110
2022,Agosto,8,Intervenciones,Violencia de género,15,124
2022,Septiembre,9,Intervenciones,Violencia de género,15,95
2022,Octubre,10,Intervenciones,Violencia de género,15,116
2022,Noviembre,11,Intervenciones,Violencia de género,15,95
2022,Diciembre,12,Intervenciones,Violencia de género,15,99
2022,Julio,7,Intervenciones,Violencia de género,16,118
2022,Agosto,8,Intervenciones,Violencia de género,16,106
2022,Septiembre,9,Intervenciones,Violencia de género,16,85
2022,Octubre,10,Intervenciones,Violencia de género,16,115
2022,Noviembre,11,Intervenciones,Violencia de género,16,74
2022,Diciembre,12,Intervenciones,Violencia de género,16,110
2022,Julio,7,Intervenciones,Violencia de género,17,102
2022,Agosto,8,Intervenciones,Violencia de género,17,100
2022,Septiembre,9,Intervenciones,Violencia de género,17,125
2022,Octubre,10,Intervenciones,Violencia de género,17,130
2022,Noviembre,11,Intervenciones,Violencia de género,17,112
2022,Diciembre,12,Intervenciones,Violencia de género,17,111
2022,Julio,7,Intervenciones,Violencia de género,18,126
2022,Agosto,8,Intervenciones,Violencia de género,18,152
2022,Septiembre,9,Intervenciones,Violencia de género,18,137
2022,Octubre,10,Intervenciones,Violencia de género,18,138
2022,Noviembre,11,Intervenciones,Violencia de género,18,129
2022,Diciembre,12,Intervenciones,Violencia de género,18,131
2022,Julio,7,Intervenciones,Violencia de género,19,172
2022,Agosto,8,Intervenciones,Violencia de género,19,181
2022,Septiembre,9,Intervenciones,Violencia de género,19,166
2022,Octubre,10,Intervenciones,Violencia de género,19,194
2022,Noviembre,11,Intervenciones,Violencia de género,19,144
2022,Diciembre,12,Intervenciones,Violencia de género,19,157
2022,Julio,7,Intervenciones,Violencia de género,20,220
2022,Agosto,8,Intervenciones,Violencia de género,20,189
2022,Septiembre,9,Intervenciones,Violencia de género,20,179
2022,Octubre,10,Intervenciones,Violencia de género,20,203
2022,Noviembre,11,Intervenciones,Violencia de género,20,172
2022,Diciembre,12,Intervenciones,Violencia de género,20,209
2022,Julio,7,Intervenciones,Violencia de género,21,232
2022,Agosto,8,Intervenciones,Violencia de género,21,235
2022,Septiembre,9,Intervenciones,Violencia de género,21,213
2022,Octubre,10,Intervenciones,Violencia de género,21,276
2022,Noviembre,11,Intervenciones,Violencia de género,21,214
2022,Diciembre,12,Intervenciones,Violencia de género,21,233
2022,Julio,7,Intervenciones,Violencia de género,22,216
2022,Agosto,8,Intervenciones,Violencia de género,22,243
2022,Septiembre,9,Intervenciones,Violencia de género,22,245
2022,Octubre,10,Intervenciones,Violencia de género,22,282
2022,Noviembre,11,Intervenciones,Violencia de género,22,234
2022,Diciembre,12,Intervenciones,Violencia de género,22,252
2022,Julio,7,Intervenciones,Violencia de género,23,203
2022,Agosto,8,Intervenciones,Violencia de género,23,214
2022,Septiembre,9,Intervenciones,Violencia de género,23,265
2022,Octubre,10,Intervenciones,Violencia de género,23,278
2022,Noviembre,11,Intervenciones,Violencia de género,23,208
2022,Diciembre,12,Intervenciones,Violencia de género,23,242
2022,Julio,7,Intervenciones,Violencia familiar histórica,0,1
2022,Agosto,8,Intervenciones,Violencia familiar histórica,0,3
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,0,1
2022,Octubre,10,Intervenciones,Violencia familiar histórica,0,1
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,0,0
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,0,0
2022,Julio,7,Intervenciones,Violencia familiar histórica,1,5
2022,Agosto,8,Intervenciones,Violencia familiar histórica,1,1
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,1,2
2022,Octubre,10,Intervenciones,Violencia familiar histórica,1,0
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,1,1
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,1,0
2022,Julio,7,Intervenciones,Violencia familiar histórica,2,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,2,0
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,2,0
2022,Octubre,10,Intervenciones,Violencia familiar histórica,2,1
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,2,1
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,2,1
2022,Julio,7,Intervenciones,Violencia familiar histórica,3,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,3,0
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,3,1
2022,Octubre,10,Intervenciones,Violencia familiar histórica,3,0
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,3,0
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,3,0
2022,Julio,7,Intervenciones,Violencia familiar histórica,4,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,4,1
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,4,0
2022,Octubre,10,Intervenciones,Violencia familiar histórica,4,0
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,4,0
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,4,0
2022,Julio,7,Intervenciones,Violencia familiar histórica,5,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,5,0
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,5,0
2022,Octubre,10,Intervenciones,Violencia familiar histórica,5,0
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,5,1
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,5,1
2022,Julio,7,Intervenciones,Violencia familiar histórica,6,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,6,1
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,6,2
2022,Octubre,10,Intervenciones,Violencia familiar histórica,6,0
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,6,0
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,6,1
2022,Julio,7,Intervenciones,Violencia familiar histórica,7,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,7,0
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,7,3
2022,Octubre,10,Intervenciones,Violencia familiar histórica,7,2
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,7,0
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,7,1
2022,Julio,7,Intervenciones,Violencia familiar histórica,8,2
2022,Agosto,8,Intervenciones,Violencia familiar histórica,8,2
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,8,3
2022,Octubre,10,Intervenciones,Violencia familiar histórica,8,0
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,8,0
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,8,1
2022,Julio,7,Intervenciones,Violencia familiar histórica,9,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,9,2
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,9,1
2022,Octubre,10,Intervenciones,Violencia familiar histórica,9,0
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,9,2
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,9,1
2022,Julio,7,Intervenciones,Violencia familiar histórica,10,1
2022,Agosto,8,Intervenciones,Violencia familiar histórica,10,5
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,10,3
2022,Octubre,10,Intervenciones,Violencia familiar histórica,10,2
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,10,1
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,10,1
2022,Julio,7,Intervenciones,Violencia familiar histórica,11,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,11,6
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,11,1
2022,Octubre,10,Intervenciones,Violencia familiar histórica,11,2
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,11,3
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,11,2
2022,Julio,7,Intervenciones,Violencia familiar histórica,12,2
2022,Agosto,8,Intervenciones,Violencia familiar histórica,12,2
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,12,3
2022,Octubre,10,Intervenciones,Violencia familiar histórica,12,0
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,12,3
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,12,3
2022,Julio,7,Intervenciones,Violencia familiar histórica,13,4
2022,Agosto,8,Intervenciones,Violencia familiar histórica,13,1
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,13,4
2022,Octubre,10,Intervenciones,Violencia familiar histórica,13,0
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,13,1
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,13,3
2022,Julio,7,Intervenciones,Violencia familiar histórica,14,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,14,1
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,14,2
2022,Octubre,10,Intervenciones,Violencia familiar histórica,14,2
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,14,3
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,14,3
2022,Julio,7,Intervenciones,Violencia familiar histórica,15,1
2022,Agosto,8,Intervenciones,Violencia familiar histórica,15,0
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,15,1
2022,Octubre,10,Intervenciones,Violencia familiar histórica,15,2
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,15,1
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,15,2
2022,Julio,7,Intervenciones,Violencia familiar histórica,16,1
2022,Agosto,8,Intervenciones,Violencia familiar histórica,16,2
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,16,4
2022,Octubre,10,Intervenciones,Violencia familiar histórica,16,2
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,16,0
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,16,4
2022,Julio,7,Intervenciones,Violencia familiar histórica,17,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,17,0
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,17,1
2022,Octubre,10,Intervenciones,Violencia familiar histórica,17,1
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,17,0
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,17,2
2022,Julio,7,Intervenciones,Violencia familiar histórica,18,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,18,1
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,18,1
2022,Octubre,10,Intervenciones,Violencia familiar histórica,18,0
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,18,2
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,18,1
2022,Julio,7,Intervenciones,Violencia familiar histórica,19,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,19,2
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,19,0
2022,Octubre,10,Intervenciones,Violencia familiar histórica,19,0
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,19,2
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,19,0
2022,Julio,7,Intervenciones,Violencia familiar histórica,20,1
2022,Agosto,8,Intervenciones,Violencia familiar histórica,20,2
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,20,0
2022,Octubre,10,Intervenciones,Violencia familiar histórica,20,1
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,20,1
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,20,0
2022,Julio,7,Intervenciones,Violencia familiar histórica,21,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,21,0
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,21,0
2022,Octubre,10,Intervenciones,Violencia familiar histórica,21,0
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,21,1
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,21,1
2022,Julio,7,Intervenciones,Violencia familiar histórica,22,0
2022,Agosto,8,Intervenciones,Violencia familiar histórica,22,1
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,22,2
2022,Octubre,10,Intervenciones,Violencia familiar histórica,22,1
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,22,0
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,22,0
2022,Julio,7,Intervenciones,Violencia familiar histórica,23,1
2022,Agosto,8,Intervenciones,Violencia familiar histórica,23,1
2022,Septiembre,9,Intervenciones,Violencia familiar histórica,23,1
2022,Octubre,10,Intervenciones,Violencia familiar histórica,23,0
2022,Noviembre,11,Intervenciones,Violencia familiar histórica,23,3
2022,Diciembre,12,Intervenciones,Violencia familiar histórica,23,1
2022,Julio,7,Intervenciones,Violencia familiar en curso,0,190
2022,Agosto,8,Intervenciones,Violencia familiar en curso,0,160
2022,Septiembre,9,Intervenciones,Violencia familiar en curso,0,177
2022,Octubre,10,Intervenciones,Violencia familiar en curso,0,206
2022,Noviembre,11,Intervenciones,Violencia familiar en curso,0,190
2022,Diciembre,12,Intervenciones,Violencia familiar en curso,0,170
2022,Julio,7,Intervenciones,Violencia familiar en curso,1,132
2022,Agosto,8,Intervenciones,Violencia familiar en curso,1,138
2022,Septiembre,9,Intervenciones,Violencia familiar en curso,1,116
2022,Octubre,10,Intervenciones,Violencia familiar en curso,1,197
2022,Noviembre,11,Intervenciones,Violencia familiar en curso,1,144
2022,Diciembre,12,Intervenciones,Violencia familiar en curso,1,151
2022,Julio,7,Intervenciones,Violencia familiar en curso,2,111
2022,Agosto,8,Intervenciones,Violencia familiar en curso,2,91
2022,Septiembre,9,Intervenciones,Violencia familiar en curso,2,90
2022,Octubre,10,Intervenciones,Violencia familiar en curso,2,131
2022,Noviembre,11,Intervenciones,Violencia familiar en curso,2,81
2022,Diciembre,12,Intervenciones,Violencia familiar en curso,2,121
2022,Julio,7,Intervenciones,Violencia familiar en curso,3,90
2022,Agosto,8,Intervenciones,Violencia familiar en curso,3,82
2022,Septiembre,9,Intervenciones,Violencia familiar en curso,3,67
2022,Octubre,10,Intervenciones,Violencia familiar en curso,3,95
2022,Noviembre,11,Intervenciones,Violencia familiar en curso,3,80
2022,Diciembre,12,Intervenciones,Violencia familiar en curso,3,91
2022,Julio,7,Intervenciones,Violencia familiar en curso,4,84
2022,Agosto,8,Intervenciones,Violencia familiar en curso,4,56
2022,Septiembre,9,Intervenciones,Violencia familiar en curso,4,62
2022,Octubre,10,Intervenciones,Violencia familiar en curso,4,106
2022,Noviembre,11,Intervenciones,Violencia familiar en curso,4,82
2022,Diciembre,12,Intervenciones,Violencia familiar en curso,4,92
2022,Julio,7,Intervenciones,Violencia familiar en curso,5,87
2022,Agosto,8,Intervenciones,Violencia familiar en curso,5,74
2022,Septiembre,9,Intervenciones,Violencia familiar en curso,5,63
2022,Octubre,10,Intervenciones,Violencia familiar en curso,5,74
2022,Noviembre,11,Intervenciones,Violencia familiar en curso,5,85
